,Origin,Date,mta_ridership,uber_ridership
559,Central Harlem North,2016-08,1173467.0,5866.0
560,Central Harlem North,2016-09,1267654.0,6352.0
561,Central Harlem North,2016-10,1244354.0,6437.0
562,Central Harlem North,2016-11,1165987.0,7174.0
563,Central Harlem North,2016-12,1089538.0,7690.0
564,Central Harlem North,2017-01,1080696.0,8665.0
565,Central Harlem North,2017-02,1000663.0,8211.0
566,Central Harlem North,2017-03,1279638.0,11165.0
567,Central Harlem North,2017-04,1130221.0,10150.0
568,Central Harlem North,2017-05,1321294.0,11607.0
569,Central Harlem North,2017-06,1235147.0,11058.0
570,Central Harlem North,2017-07,1060900.0,10180.0
571,Central Harlem North,2017-08,1188337.0,11792.0
572,Central Harlem North,2017-09,1208269.0,11316.0
573,Central Harlem North,2017-10,1325747.0,12662.0
574,Central Harlem North,2017-11,1152769.0,13864.0
575,Central Harlem North,2017-12,990761.0,13261.0
576,Clinton East,2015-01,3969695.0,5187.0
577,Clinton East,2015-02,3983016.0,6651.0
578,Clinton East,2015-03,4743579.0,6724.0
579,Clinton East,2015-04,4800220.0,6637.0
580,Clinton East,2015-05,4424595.0,6920.0
581,Clinton East,2015-06,4878380.0,8612.0
582,Clinton East,2015-07,4889370.0,9194.0
583,Clinton East,2015-08,4359110.0,9969.0
584,Clinton East,2015-09,4596949.0,11451.0
585,Clinton East,2015-10,4856973.0,12318.0
586,Clinton East,2015-11,4052111.0,10726.0
587,Clinton East,2015-12,4192549.0,10781.0
588,Clinton East,2016-01,3879247.0,11663.0
589,Clinton East,2016-02,4125396.0,12865.0
590,Clinton East,2016-03,4898109.0,13522.0
591,Clinton East,2016-04,4561696.0,12186.0
592,Clinton East,2016-05,4624703.0,13118.0
593,Clinton East,2016-06,4808436.0,13666.0
594,Clinton East,2016-07,4321976.0,14962.0
595,Clinton East,2016-08,4790151.0,15933.0
596,Clinton East,2016-09,5184710.0,15951.0
597,Clinton East,2016-10,4597149.0,14541.0
598,Clinton East,2016-11,4380480.0,15469.0
599,Clinton East,2016-12,4136361.0,15406.0
600,Clinton East,2017-01,4124512.0,17290.0
601,Clinton East,2017-02,3833674.0,15950.0
602,Clinton East,2017-03,4816380.0,19078.0
603,Clinton East,2017-04,4431497.0,15978.0
604,Clinton East,2017-05,4944076.0,19488.0
605,Clinton East,2017-06,4848259.0,22558.0
606,Clinton East,2017-07,4238874.0,21530.0
607,Clinton East,2017-08,4735377.0,22818.0
608,Clinton East,2017-09,4492581.0,21155.0
609,Clinton East,2017-10,4969825.0,23045.0
610,Clinton East,2017-11,4416200.0,23287.0
611,Clinton East,2017-12,3737452.0,22636.0
612,Clinton Hill,2015-01,528060.0,1792.0
613,Clinton Hill,2015-02,535018.0,2202.0
614,Clinton Hill,2015-03,644878.0,2205.0
615,Clinton Hill,2015-04,640953.0,2471.0
616,Clinton Hill,2015-05,613459.0,2544.0
617,Clinton Hill,2015-06,653845.0,2880.0
618,Clinton Hill,2015-07,615607.0,3030.0
619,Clinton Hill,2015-08,544602.0,3579.0
620,Clinton Hill,2015-09,616788.0,4195.0
621,Clinton Hill,2015-10,675702.0,4750.0
622,Clinton Hill,2015-11,525253.0,4265.0
623,Clinton Hill,2015-12,541881.0,4712.0
624,Clinton Hill,2016-01,542981.0,4918.0
625,Clinton Hill,2016-02,562415.0,4555.0
626,Clinton Hill,2016-03,677722.0,5272.0
627,Clinton Hill,2016-04,626159.0,5057.0
628,Clinton Hill,2016-05,642999.0,4891.0
629,Clinton Hill,2016-06,638302.0,5017.0
630,Clinton Hill,2016-07,548717.0,5328.0
631,Clinton Hill,2016-08,601744.0,6439.0
632,Clinton Hill,2016-09,641347.0,7078.0
633,Clinton Hill,2016-10,633241.0,7125.0
634,Clinton Hill,2016-11,596041.0,7687.0
635,Clinton Hill,2016-12,534176.0,8005.0
636,Clinton Hill,2017-01,577813.0,8430.0
637,Clinton Hill,2017-02,533702.0,6593.0
638,Clinton Hill,2017-03,672475.0,8324.0
639,Clinton Hill,2017-04,590995.0,7428.0
640,Clinton Hill,2017-05,680125.0,8387.0
641,Clinton Hill,2017-06,643052.0,8560.0
642,Clinton Hill,2017-07,542626.0,7794.0
643,Clinton Hill,2017-08,617050.0,9415.0
644,Clinton Hill,2017-09,623697.0,8568.0
645,Clinton Hill,2017-10,696003.0,9749.0
646,Clinton Hill,2017-11,608318.0,10421.0
647,Clinton Hill,2017-12,507719.0,9760.0
648,Co-Op City,2015-01,108261.0,50.0
649,Co-Op City,2015-02,99792.0,65.0
650,Co-Op City,2015-03,131712.0,93.0
651,Co-Op City,2015-04,126269.0,86.0
652,Co-Op City,2015-05,114529.0,94.0
653,Co-Op City,2015-06,126306.0,114.0
654,Co-Op City,2015-07,122569.0,125.0
655,Co-Op City,2015-08,107904.0,137.0
656,Co-Op City,2015-09,126226.0,227.0
657,Co-Op City,2015-10,138512.0,281.0
658,Co-Op City,2015-11,120520.0,270.0
659,Co-Op City,2015-12,120581.0,334.0
660,Co-Op City,2016-01,107579.0,371.0
661,Co-Op City,2016-02,114780.0,442.0
662,Co-Op City,2016-03,137521.0,606.0
663,Co-Op City,2016-04,121738.0,633.0
664,Co-Op City,2016-05,128223.0,685.0
665,Co-Op City,2016-06,118663.0,744.0
666,Co-Op City,2016-07,110509.0,572.0
667,Co-Op City,2016-08,121666.0,668.0
668,Co-Op City,2016-09,128447.0,716.0
669,Co-Op City,2016-10,126055.0,863.0
670,Co-Op City,2016-11,122723.0,1100.0
671,Co-Op City,2016-12,113912.0,1285.0
672,Co-Op City,2017-01,113634.0,1268.0
673,Co-Op City,2017-02,107346.0,1341.0
674,Co-Op City,2017-03,131318.0,1801.0
675,Co-Op City,2017-04,111632.0,1749.0
676,Co-Op City,2017-05,125943.0,2153.0
677,Co-Op City,2017-06,116252.0,2184.0
678,Co-Op City,2017-07,99366.0,2041.0
679,Co-Op City,2017-08,110314.0,2305.0
680,Co-Op City,2017-09,110985.0,2326.0
681,Co-Op City,2017-10,122349.0,2677.0
682,Co-Op City,2017-11,111755.0,3378.0
683,Co-Op City,2017-12,94928.0,3617.0
684,Coney Island,2015-01,277303.0,40.0
685,Coney Island,2015-02,271846.0,74.0
686,Coney Island,2015-03,358240.0,92.0
687,Coney Island,2015-04,351127.0,82.0
688,Coney Island,2015-05,344314.0,103.0
689,Coney Island,2015-06,355190.0,141.0
690,Coney Island,2015-07,347179.0,170.0
691,Coney Island,2015-08,310587.0,167.0
692,Coney Island,2015-09,350265.0,156.0
693,Coney Island,2015-10,376711.0,205.0
694,Coney Island,2015-11,319624.0,298.0
695,Coney Island,2015-12,327678.0,319.0
696,Coney Island,2016-01,292274.0,391.0
697,Coney Island,2016-02,307652.0,505.0
698,Coney Island,2016-03,378538.0,538.0
699,Coney Island,2016-04,344547.0,521.0
700,Coney Island,2016-05,361857.0,574.0
701,Coney Island,2016-06,359749.0,661.0
702,Coney Island,2016-07,310584.0,623.0
703,Coney Island,2016-08,336777.0,736.0
704,Coney Island,2016-09,364322.0,825.0
705,Coney Island,2016-10,343013.0,924.0
706,Coney Island,2016-11,334006.0,1194.0
707,Coney Island,2016-12,311949.0,1425.0
708,Coney Island,2017-01,308145.0,1551.0
709,Coney Island,2017-02,286386.0,1744.0
710,Coney Island,2017-03,362605.0,2726.0
711,Coney Island,2017-04,314235.0,2240.0
712,Coney Island,2017-05,378419.0,2993.0
713,Coney Island,2017-06,349573.0,2846.0
714,Coney Island,2017-07,302155.0,2617.0
715,Coney Island,2017-08,332173.0,2849.0
716,Coney Island,2017-09,330819.0,2821.0
717,Coney Island,2017-10,364593.0,3317.0
718,Coney Island,2017-11,323573.0,3991.0
719,Coney Island,2017-12,282937.0,3872.0
720,Corona,2015-01,509306.0,158.0
721,Corona,2015-02,495149.0,262.0
722,Corona,2015-03,563379.0,273.0
723,Corona,2015-04,604912.0,290.0
724,Corona,2015-05,587426.0,314.0
725,Corona,2015-06,597685.0,371.0
726,Corona,2015-07,594263.0,363.0
727,Corona,2015-08,537139.0,459.0
728,Corona,2015-09,600346.0,587.0
729,Corona,2015-10,646580.0,722.0
730,Corona,2015-11,554982.0,705.0
731,Corona,2015-12,586620.0,721.0
732,Corona,2016-01,522259.0,788.0
733,Corona,2016-02,538334.0,1015.0
734,Corona,2016-03,644315.0,1293.0
735,Corona,2016-04,588771.0,1236.0
736,Corona,2016-05,601511.0,1401.0
737,Corona,2016-06,599117.0,1355.0
738,Corona,2016-07,529653.0,1378.0
739,Corona,2016-08,579491.0,1605.0
740,Corona,2016-09,628088.0,1590.0
741,Corona,2016-10,603241.0,1452.0
742,Corona,2016-11,586607.0,1697.0
743,Corona,2016-12,575292.0,1949.0
744,Corona,2017-01,544506.0,2099.0
745,Corona,2017-02,518340.0,2157.0
746,Corona,2017-03,630907.0,3007.0
747,Corona,2017-04,556106.0,2478.0
748,Corona,2017-05,657347.0,2799.0
749,Corona,2017-06,611602.0,2851.0
750,Corona,2017-07,529380.0,2754.0
751,Corona,2017-08,594079.0,3524.0
752,Corona,2017-09,591333.0,3253.0
753,Corona,2017-10,640012.0,3700.0
754,Corona,2017-11,590831.0,4357.0
755,Corona,2017-12,521711.0,4398.0
756,Crown Heights North,2015-01,1295898.0,1811.0
757,Crown Heights North,2015-02,1271559.0,1834.0
758,Crown Heights North,2015-03,1571953.0,2367.0
759,Crown Heights North,2015-04,1547343.0,2615.0
760,Crown Heights North,2015-05,1484219.0,2717.0
761,Crown Heights North,2015-06,1538538.0,3355.0
762,Crown Heights North,2015-07,1489422.0,3902.0
763,Crown Heights North,2015-08,1313372.0,4146.0
764,Crown Heights North,2015-09,1500157.0,4885.0
765,Crown Heights North,2015-10,1650076.0,5382.0
766,Crown Heights North,2015-11,1322497.0,5332.0
767,Crown Heights North,2015-12,1379066.0,5746.0
768,Crown Heights North,2016-01,1295747.0,6372.0
769,Crown Heights North,2016-02,1367907.0,6419.0
770,Crown Heights North,2016-03,1626165.0,7510.0
771,Crown Heights North,2016-04,1524571.0,7233.0
772,Crown Heights North,2016-05,1561740.0,7197.0
773,Crown Heights North,2016-06,1556369.0,7662.0
774,Crown Heights North,2016-07,1358384.0,6995.0
775,Crown Heights North,2016-08,1496148.0,8865.0
776,Crown Heights North,2016-09,1575949.0,9900.0
777,Crown Heights North,2016-10,1482921.0,10820.0
778,Crown Heights North,2016-11,1410648.0,13069.0
779,Crown Heights North,2016-12,1284053.0,14380.0
780,Crown Heights North,2017-01,1338707.0,14399.0
781,Crown Heights North,2017-02,1254246.0,13029.0
782,Crown Heights North,2017-03,1571703.0,16577.0
783,Crown Heights North,2017-04,1369039.0,14192.0
784,Crown Heights North,2017-05,1585666.0,16688.0
785,Crown Heights North,2017-06,1499461.0,17462.0
786,Crown Heights North,2017-07,1295495.0,15861.0
787,Crown Heights North,2017-08,1451944.0,20346.0
788,Crown Heights North,2017-09,1462491.0,18865.0
789,Crown Heights North,2017-10,1613213.0,21139.0
790,Crown Heights North,2017-11,1431595.0,23680.0
791,Crown Heights North,2017-12,1233710.0,22623.0
792,Crown Heights South,2015-01,788964.0,467.0
793,Crown Heights South,2015-02,758957.0,523.0
794,Crown Heights South,2015-03,945139.0,582.0
795,Crown Heights South,2015-04,917346.0,704.0
796,Crown Heights South,2015-05,878032.0,754.0
797,Crown Heights South,2015-06,912333.0,935.0
798,Crown Heights South,2015-07,882030.0,1032.0
799,Crown Heights South,2015-08,782439.0,996.0
800,Crown Heights South,2015-09,898586.0,1162.0
801,Crown Heights South,2015-10,976094.0,1355.0
802,Crown Heights South,2015-11,796695.0,1449.0
803,Crown Heights South,2015-12,822587.0,1524.0
804,Crown Heights South,2016-01,755409.0,1796.0
805,Crown Heights South,2016-02,815268.0,1856.0
806,Crown Heights South,2016-03,961396.0,2102.0
807,Crown Heights South,2016-04,894242.0,2020.0
808,Crown Heights South,2016-05,909434.0,2040.0
809,Crown Heights South,2016-06,897113.0,2079.0
810,Crown Heights South,2016-07,785196.0,2047.0
811,Crown Heights South,2016-08,870283.0,2365.0
812,Crown Heights South,2016-09,914946.0,2717.0
813,Crown Heights South,2016-10,956904.0,2789.0
814,Crown Heights South,2016-11,914260.0,4031.0
815,Crown Heights South,2016-12,825951.0,4548.0
816,Crown Heights South,2017-01,858513.0,4333.0
817,Crown Heights South,2017-02,808437.0,4266.0
818,Crown Heights South,2017-03,1014732.0,5511.0
819,Crown Heights South,2017-04,875463.0,4012.0
820,Crown Heights South,2017-05,1022062.0,5101.0
821,Crown Heights South,2017-06,935396.0,5246.0
822,Crown Heights South,2017-07,772642.0,4804.0
823,Crown Heights South,2017-08,854723.0,6070.0
824,Crown Heights South,2017-09,853161.0,5855.0
825,Crown Heights South,2017-10,940001.0,6329.0
826,Crown Heights South,2017-11,839403.0,7621.0
827,Crown Heights South,2017-12,719405.0,7212.0
828,Cypress Hills,2015-01,830701.0,108.0
829,Cypress Hills,2015-02,809461.0,127.0
830,Cypress Hills,2015-03,1023566.0,183.0
831,Cypress Hills,2015-04,989639.0,194.0
832,Cypress Hills,2015-05,970439.0,199.0
833,Cypress Hills,2015-06,986773.0,258.0
834,Cypress Hills,2015-07,951884.0,379.0
835,Cypress Hills,2015-08,843066.0,299.0
836,Cypress Hills,2015-09,966510.0,379.0
837,Cypress Hills,2015-10,1077433.0,404.0
838,Cypress Hills,2015-11,913788.0,460.0
839,Cypress Hills,2015-12,951602.0,581.0
840,Cypress Hills,2016-01,842529.0,654.0
841,Cypress Hills,2016-02,806489.0,872.0
842,Cypress Hills,2016-03,1038621.0,1137.0
843,Cypress Hills,2016-04,951328.0,1036.0
844,Cypress Hills,2016-05,1025470.0,1192.0
845,Cypress Hills,2016-06,964100.0,1291.0
846,Cypress Hills,2016-07,851211.0,1196.0
847,Cypress Hills,2016-08,949105.0,1384.0
848,Cypress Hills,2016-09,1029559.0,1414.0
849,Cypress Hills,2016-10,993915.0,1549.0
850,Cypress Hills,2016-11,966432.0,2129.0
851,Cypress Hills,2016-12,899197.0,2428.0
852,Cypress Hills,2017-01,894495.0,2377.0
853,Cypress Hills,2017-02,819191.0,2444.0
854,Cypress Hills,2017-03,1038025.0,3467.0
855,Cypress Hills,2017-04,886462.0,2859.0
856,Cypress Hills,2017-05,1065062.0,3670.0
857,Cypress Hills,2017-06,968069.0,3686.0
858,Cypress Hills,2017-07,832575.0,3367.0
859,Cypress Hills,2017-08,924006.0,4187.0
860,Cypress Hills,2017-09,950346.0,4215.0
861,Cypress Hills,2017-10,1037237.0,4952.0
862,Cypress Hills,2017-11,946002.0,5532.0
863,Cypress Hills,2017-12,824581.0,5883.0
864,Dyker Heights,2015-01,301595.0,150.0
865,Dyker Heights,2015-02,294709.0,255.0
866,Dyker Heights,2015-03,371214.0,225.0
867,Dyker Heights,2015-04,379119.0,256.0
868,Dyker Heights,2015-05,360368.0,264.0
869,Dyker Heights,2015-06,366862.0,336.0
870,Dyker Heights,2015-07,350795.0,325.0
871,Dyker Heights,2015-08,310405.0,345.0
872,Dyker Heights,2015-09,355805.0,457.0
873,Dyker Heights,2015-10,381694.0,580.0
874,Dyker Heights,2015-11,323265.0,573.0
875,Dyker Heights,2015-12,330983.0,749.0
876,Dyker Heights,2016-01,284445.0,823.0
877,Dyker Heights,2016-02,285261.0,1025.0
878,Dyker Heights,2016-03,350890.0,1318.0
879,Dyker Heights,2016-04,317644.0,1232.0
880,Dyker Heights,2016-05,340208.0,1278.0
881,Dyker Heights,2016-06,318494.0,1206.0
882,Dyker Heights,2016-07,258500.0,1086.0
883,Dyker Heights,2016-08,293287.0,1245.0
884,Dyker Heights,2016-09,325818.0,1458.0
885,Dyker Heights,2016-10,318519.0,1565.0
886,Dyker Heights,2016-11,306404.0,1994.0
887,Dyker Heights,2016-12,280530.0,2295.0
888,Dyker Heights,2017-01,281979.0,2095.0
889,Dyker Heights,2017-02,268916.0,2144.0
890,Dyker Heights,2017-03,325566.0,3091.0
891,Dyker Heights,2017-04,290855.0,2347.0
892,Dyker Heights,2017-05,349451.0,2899.0
893,Dyker Heights,2017-06,274409.0,2655.0
894,Dyker Heights,2017-07,259507.0,2530.0
895,Dyker Heights,2017-08,282413.0,3009.0
896,Dyker Heights,2017-09,304566.0,2945.0
897,Dyker Heights,2017-10,339961.0,3337.0
898,Dyker Heights,2017-11,299504.0,3792.0
899,Dyker Heights,2017-12,276069.0,3754.0
900,East Chelsea,2015-01,3724884.0,4940.0
901,East Chelsea,2015-02,3799907.0,6563.0
902,East Chelsea,2015-03,4077890.0,6156.0
903,East Chelsea,2015-04,3916805.0,6401.0
904,East Chelsea,2015-05,3557275.0,6246.0
905,East Chelsea,2015-06,3952099.0,7852.0
906,East Chelsea,2015-07,3818510.0,9372.0
907,East Chelsea,2015-08,3428492.0,8958.0
908,East Chelsea,2015-09,3692003.0,10815.0
909,East Chelsea,2015-10,3936142.0,11183.0
910,East Chelsea,2015-11,3611529.0,10102.0
911,East Chelsea,2015-12,3780223.0,9698.0
912,East Chelsea,2016-01,3636761.0,10791.0
913,East Chelsea,2016-02,3834077.0,12375.0
914,East Chelsea,2016-03,4198436.0,12370.0
915,East Chelsea,2016-04,3744089.0,11662.0
916,East Chelsea,2016-05,3779760.0,12125.0
917,East Chelsea,2016-06,3926755.0,12665.0
918,East Chelsea,2016-07,3460246.0,13072.0
919,East Chelsea,2016-08,3747535.0,15106.0
920,East Chelsea,2016-09,4255693.0,15199.0
921,East Chelsea,2016-10,3711616.0,14129.0
922,East Chelsea,2016-11,3827802.0,14679.0
923,East Chelsea,2016-12,3712178.0,14515.0
924,East Chelsea,2017-01,3787046.0,16158.0
925,East Chelsea,2017-02,3432650.0,15264.0
926,East Chelsea,2017-03,4040844.0,16891.0
927,East Chelsea,2017-04,3534152.0,14875.0
928,East Chelsea,2017-05,4160850.0,16926.0
929,East Chelsea,2017-06,3760009.0,15467.0
930,East Chelsea,2017-07,3125886.0,14531.0
931,East Chelsea,2017-08,3448936.0,15082.0
932,East Chelsea,2017-09,3423725.0,15258.0
933,East Chelsea,2017-10,3850625.0,16646.0
934,East Chelsea,2017-11,3785459.0,17096.0
935,East Chelsea,2017-12,3288683.0,15901.0
936,East Concourse/Concourse Village,2015-01,995232.0,136.0
937,East Concourse/Concourse Village,2015-02,1007963.0,174.0
938,East Concourse/Concourse Village,2015-03,1255019.0,230.0
939,East Concourse/Concourse Village,2015-04,1224458.0,209.0
940,East Concourse/Concourse Village,2015-05,1194363.0,292.0
941,East Concourse/Concourse Village,2015-06,1217506.0,298.0
942,East Concourse/Concourse Village,2015-07,1193686.0,418.0
943,East Concourse/Concourse Village,2015-08,1038428.0,398.0
944,East Concourse/Concourse Village,2015-09,1213682.0,581.0
945,East Concourse/Concourse Village,2015-10,1321553.0,670.0
946,East Concourse/Concourse Village,2015-11,1093144.0,632.0
947,East Concourse/Concourse Village,2015-12,1136936.0,756.0
948,East Concourse/Concourse Village,2016-01,1001358.0,934.0
949,East Concourse/Concourse Village,2016-02,1059481.0,1095.0
950,East Concourse/Concourse Village,2016-03,1294958.0,1433.0
951,East Concourse/Concourse Village,2016-04,1209024.0,1286.0
952,East Concourse/Concourse Village,2016-05,1265792.0,1263.0
953,East Concourse/Concourse Village,2016-06,1238048.0,1279.0
954,East Concourse/Concourse Village,2016-07,1081631.0,1313.0
955,East Concourse/Concourse Village,2016-08,1184171.0,1484.0
956,East Concourse/Concourse Village,2016-09,1250084.0,1666.0
957,East Concourse/Concourse Village,2016-10,1219866.0,1763.0
958,East Concourse/Concourse Village,2016-11,1157738.0,2239.0
959,East Concourse/Concourse Village,2016-12,1069498.0,2622.0
960,East Concourse/Concourse Village,2017-01,1061082.0,3022.0
961,East Concourse/Concourse Village,2017-02,985247.0,3103.0
962,East Concourse/Concourse Village,2017-03,1240300.0,4388.0
963,East Concourse/Concourse Village,2017-04,1089052.0,4209.0
964,East Concourse/Concourse Village,2017-05,1302065.0,4805.0
965,East Concourse/Concourse Village,2017-06,1206801.0,5091.0
966,East Concourse/Concourse Village,2017-07,1044428.0,4755.0
967,East Concourse/Concourse Village,2017-08,1150078.0,5793.0
968,East Concourse/Concourse Village,2017-09,1145931.0,5712.0
969,East Concourse/Concourse Village,2017-10,1275499.0,6702.0
970,East Concourse/Concourse Village,2017-11,1118893.0,7945.0
971,East Concourse/Concourse Village,2017-12,973870.0,8097.0
972,East Flatbush/Farragut,2015-01,539775.0,207.0
973,East Flatbush/Farragut,2015-02,567592.0,262.0
974,East Flatbush/Farragut,2015-03,702143.0,324.0
975,East Flatbush/Farragut,2015-04,637809.0,369.0
976,East Flatbush/Farragut,2015-05,646801.0,409.0
977,East Flatbush/Farragut,2015-06,666487.0,479.0
978,East Flatbush/Farragut,2015-07,643836.0,502.0
979,East Flatbush/Farragut,2015-08,570717.0,534.0
980,East Flatbush/Farragut,2015-09,649738.0,620.0
981,East Flatbush/Farragut,2015-10,701119.0,769.0
982,East Flatbush/Farragut,2015-11,599796.0,747.0
983,East Flatbush/Farragut,2015-12,617806.0,1004.0
984,East Flatbush/Farragut,2016-01,563213.0,1046.0
985,East Flatbush/Farragut,2016-02,598287.0,1366.0
986,East Flatbush/Farragut,2016-03,714569.0,1740.0
987,East Flatbush/Farragut,2016-04,628147.0,1719.0
988,East Flatbush/Farragut,2016-05,666390.0,1787.0
989,East Flatbush/Farragut,2016-06,652945.0,1707.0
990,East Flatbush/Farragut,2016-07,569731.0,1695.0
991,East Flatbush/Farragut,2016-08,619702.0,1965.0
992,East Flatbush/Farragut,2016-09,664650.0,2223.0
993,East Flatbush/Farragut,2016-10,640342.0,2509.0
994,East Flatbush/Farragut,2016-11,622514.0,3502.0
995,East Flatbush/Farragut,2016-12,585448.0,4346.0
996,East Flatbush/Farragut,2017-01,578559.0,4129.0
997,East Flatbush/Farragut,2017-02,549526.0,4198.0
998,East Flatbush/Farragut,2017-03,680013.0,5682.0
999,East Flatbush/Farragut,2017-04,584532.0,4905.0
1000,East Flatbush/Farragut,2017-05,694611.0,5841.0
1001,East Flatbush/Farragut,2017-06,644012.0,5855.0
1002,East Flatbush/Farragut,2017-07,556834.0,5439.0
1003,East Flatbush/Farragut,2017-08,612619.0,6458.0
1004,East Flatbush/Farragut,2017-09,614722.0,6785.0
1005,East Flatbush/Farragut,2017-10,674320.0,7737.0
1006,East Flatbush/Farragut,2017-11,608116.0,8431.0
1007,East Flatbush/Farragut,2017-12,533851.0,7989.0
1008,East Flatbush/Remsen Village,2015-01,155369.0,226.0
1009,East Flatbush/Remsen Village,2015-02,154468.0,327.0
1010,East Flatbush/Remsen Village,2015-03,197311.0,487.0
1011,East Flatbush/Remsen Village,2015-04,206248.0,522.0
1012,East Flatbush/Remsen Village,2015-05,222059.0,490.0
1013,East Flatbush/Remsen Village,2015-06,226639.0,583.0
1014,East Flatbush/Remsen Village,2015-07,217228.0,652.0
1015,East Flatbush/Remsen Village,2015-08,180720.0,686.0
1016,East Flatbush/Remsen Village,2015-09,211353.0,821.0
1017,East Flatbush/Remsen Village,2015-10,241448.0,935.0
1018,East Flatbush/Remsen Village,2015-11,204629.0,920.0
1019,East Flatbush/Remsen Village,2015-12,211985.0,1089.0
1020,East Flatbush/Remsen Village,2016-01,193678.0,1250.0
1021,East Flatbush/Remsen Village,2016-02,201119.0,1605.0
1022,East Flatbush/Remsen Village,2016-03,238601.0,2035.0
1023,East Flatbush/Remsen Village,2016-04,145991.0,1990.0
1024,East Flatbush/Remsen Village,2016-05,122063.0,2121.0
1025,East Flatbush/Remsen Village,2016-06,129467.0,2182.0
1026,East Flatbush/Remsen Village,2016-07,112980.0,1899.0
1027,East Flatbush/Remsen Village,2016-08,123239.0,2327.0
1028,East Flatbush/Remsen Village,2016-09,153298.0,2956.0
1029,East Flatbush/Remsen Village,2016-10,81462.0,3192.0
1030,East Flatbush/Remsen Village,2016-11,83473.0,4422.0
1031,East Flatbush/Remsen Village,2016-12,77851.0,5679.0
1032,East Flatbush/Remsen Village,2017-01,78163.0,5259.0
1033,East Flatbush/Remsen Village,2017-02,71981.0,5191.0
1034,East Flatbush/Remsen Village,2017-03,91330.0,6968.0
1035,East Flatbush/Remsen Village,2017-04,78900.0,6062.0
1036,East Flatbush/Remsen Village,2017-05,95343.0,7145.0
1037,East Flatbush/Remsen Village,2017-06,114017.0,7622.0
1038,East Flatbush/Remsen Village,2017-07,136622.0,6937.0
1039,East Flatbush/Remsen Village,2017-08,152375.0,8509.0
1040,East Flatbush/Remsen Village,2017-09,159073.0,8664.0
1041,East Flatbush/Remsen Village,2017-10,176111.0,9708.0
1042,East Flatbush/Remsen Village,2017-11,153615.0,11299.0
1043,East Flatbush/Remsen Village,2017-12,130821.0,10569.0
1044,East Harlem North,2015-01,1017952.0,1053.0
1045,East Harlem North,2015-02,1003085.0,1234.0
1046,East Harlem North,2015-03,1287649.0,1479.0
1047,East Harlem North,2015-04,1279195.0,1500.0
1048,East Harlem North,2015-05,1255419.0,1568.0
1049,East Harlem North,2015-06,1287595.0,1826.0
1050,East Harlem North,2015-07,1261840.0,2090.0
1051,East Harlem North,2015-08,1118538.0,2036.0
1052,East Harlem North,2015-09,1268579.0,2409.0
1053,East Harlem North,2015-10,1338915.0,2656.0
1054,East Harlem North,2015-11,1070646.0,2543.0
1055,East Harlem North,2015-12,1139606.0,2723.0
1056,East Harlem North,2016-01,1061504.0,2997.0
1057,East Harlem North,2016-02,980922.0,3395.0
1058,East Harlem North,2016-03,1301309.0,4091.0
1059,East Harlem North,2016-04,1242685.0,3706.0
1060,East Harlem North,2016-05,1294232.0,3893.0
1061,East Harlem North,2016-06,1273782.0,4096.0
1062,East Harlem North,2016-07,1094220.0,4517.0
1063,East Harlem North,2016-08,1179591.0,5344.0
1064,East Harlem North,2016-09,1261457.0,5139.0
1065,East Harlem North,2016-10,1242059.0,4914.0
1066,East Harlem North,2016-11,1152935.0,5189.0
1067,East Harlem North,2016-12,1076320.0,5237.0
1068,East Harlem North,2017-01,1075927.0,5812.0
1069,East Harlem North,2017-02,989362.0,5443.0
1070,East Harlem North,2017-03,1257094.0,6963.0
1071,East Harlem North,2017-04,1119397.0,5956.0
1072,East Harlem North,2017-05,1293468.0,7384.0
1073,East Harlem North,2017-06,1223236.0,7261.0
1074,East Harlem North,2017-07,1039227.0,6711.0
1075,East Harlem North,2017-08,1157216.0,7684.0
1076,East Harlem North,2017-09,1171681.0,7066.0
1077,East Harlem North,2017-10,1287413.0,7942.0
1078,East Harlem North,2017-11,1116759.0,9246.0
1079,East Harlem North,2017-12,959640.0,8993.0
1080,East Harlem South,2015-01,656112.0,1022.0
1081,East Harlem South,2015-02,641977.0,1197.0
1082,East Harlem South,2015-03,827530.0,1332.0
1083,East Harlem South,2015-04,809239.0,1303.0
1084,East Harlem South,2015-05,754218.0,1540.0
1085,East Harlem South,2015-06,770147.0,1781.0
1086,East Harlem South,2015-07,746169.0,2881.0
1087,East Harlem South,2015-08,663153.0,2260.0
1088,East Harlem South,2015-09,759232.0,2423.0
1089,East Harlem South,2015-10,819654.0,2745.0
1090,East Harlem South,2015-11,672875.0,2479.0
1091,East Harlem South,2015-12,710620.0,2830.0
1092,East Harlem South,2016-01,661670.0,3057.0
1093,East Harlem South,2016-02,679203.0,3289.0
1094,East Harlem South,2016-03,800943.0,3335.0
1095,East Harlem South,2016-04,749491.0,3234.0
1096,East Harlem South,2016-05,801425.0,3209.0
1097,East Harlem South,2016-06,793299.0,3508.0
1098,East Harlem South,2016-07,677593.0,4060.0
1099,East Harlem South,2016-08,742579.0,4842.0
1100,East Harlem South,2016-09,774616.0,5008.0
1101,East Harlem South,2016-10,782432.0,4470.0
1102,East Harlem South,2016-11,741109.0,5161.0
1103,East Harlem South,2016-12,686073.0,5301.0
1104,East Harlem South,2017-01,758087.0,5643.0
1105,East Harlem South,2017-02,698631.0,5144.0
