,Origin,Date,mta_ridership,uber_ridership
1106,East Harlem South,2017-03,894864.0,5947.0
1107,East Harlem South,2017-04,805294.0,5279.0
1108,East Harlem South,2017-05,906896.0,6203.0
1109,East Harlem South,2017-06,844476.0,6090.0
1110,East Harlem South,2017-07,746528.0,5572.0
1111,East Harlem South,2017-08,820519.0,6688.0
1112,East Harlem South,2017-09,842146.0,6278.0
1113,East Harlem South,2017-10,926476.0,7038.0
1114,East Harlem South,2017-11,814187.0,8526.0
1115,East Harlem South,2017-12,693374.0,8471.0
1116,East New York,2015-01,960642.0,194.0
1117,East New York,2015-02,943273.0,275.0
1118,East New York,2015-03,1191659.0,412.0
1119,East New York,2015-04,1130717.0,425.0
1120,East New York,2015-05,1090263.0,447.0
1121,East New York,2015-06,1104588.0,516.0
1122,East New York,2015-07,1061009.0,684.0
1123,East New York,2015-08,938632.0,635.0
1124,East New York,2015-09,1092819.0,827.0
1125,East New York,2015-10,1193789.0,895.0
1126,East New York,2015-11,1017331.0,903.0
1127,East New York,2015-12,1063690.0,1119.0
1128,East New York,2016-01,977749.0,1380.0
1129,East New York,2016-02,983475.0,1963.0
1130,East New York,2016-03,1226775.0,2926.0
1131,East New York,2016-04,1136280.0,2816.0
1132,East New York,2016-05,1206196.0,3180.0
1133,East New York,2016-06,1166881.0,3208.0
1134,East New York,2016-07,1017146.0,3053.0
1135,East New York,2016-08,1118342.0,3644.0
1136,East New York,2016-09,1205330.0,4131.0
1137,East New York,2016-10,1153410.0,4729.0
1138,East New York,2016-11,1158538.0,6211.0
1139,East New York,2016-12,1088719.0,7502.0
1140,East New York,2017-01,1081316.0,6899.0
1141,East New York,2017-02,974157.0,7001.0
1142,East New York,2017-03,1210675.0,10188.0
1143,East New York,2017-04,1019743.0,8829.0
1144,East New York,2017-05,1231327.0,10888.0
1145,East New York,2017-06,1119987.0,11075.0
1146,East New York,2017-07,1005461.0,10050.0
1147,East New York,2017-08,1062074.0,12089.0
1148,East New York,2017-09,1087413.0,12421.0
1149,East New York,2017-10,1202066.0,14606.0
1150,East New York,2017-11,1092600.0,17562.0
1151,East New York,2017-12,956561.0,17381.0
1152,East Village,2015-01,1827217.0,7785.0
1153,East Village,2015-02,1871046.0,9332.0
1154,East Village,2015-03,2408329.0,9503.0
1155,East Village,2015-04,2471757.0,9498.0
1156,East Village,2015-05,2345811.0,9393.0
1157,East Village,2015-06,2659902.0,10918.0
1158,East Village,2015-07,2557715.0,13164.0
1159,East Village,2015-08,2173116.0,13618.0
1160,East Village,2015-09,2389050.0,14416.0
1161,East Village,2015-10,2557348.0,15458.0
1162,East Village,2015-11,1923056.0,13582.0
1163,East Village,2015-12,1943522.0,13557.0
1164,East Village,2016-01,1855358.0,14409.0
1165,East Village,2016-02,1951725.0,15088.0
1166,East Village,2016-03,2418369.0,15540.0
1167,East Village,2016-04,2361253.0,14040.0
1168,East Village,2016-05,2406546.0,14818.0
1169,East Village,2016-06,2576542.0,16121.0
1170,East Village,2016-07,2270896.0,17707.0
1171,East Village,2016-08,2321765.0,21343.0
1172,East Village,2016-09,2342792.0,20147.0
1173,East Village,2016-10,2277829.0,19308.0
1174,East Village,2016-11,2025803.0,19790.0
1175,East Village,2016-12,1826347.0,19387.0
1176,East Village,2017-01,1877345.0,22331.0
1177,East Village,2017-02,1735109.0,21230.0
1178,East Village,2017-03,2288200.0,22887.0
1179,East Village,2017-04,2169673.0,19381.0
1180,East Village,2017-05,2447772.0,21911.0
1181,East Village,2017-06,2521927.0,21951.0
1182,East Village,2017-07,2164016.0,21036.0
1183,East Village,2017-08,2278283.0,23405.0
1184,East Village,2017-09,2183430.0,19678.0
1185,East Village,2017-10,2418601.0,22009.0
1186,East Village,2017-11,1966306.0,23820.0
1187,East Village,2017-12,1658315.0,21945.0
1188,East Williamsburg,2015-01,790271.0,1759.0
1189,East Williamsburg,2015-02,796214.0,2125.0
1190,East Williamsburg,2015-03,984905.0,2258.0
1191,East Williamsburg,2015-04,975290.0,2494.0
1192,East Williamsburg,2015-05,916455.0,2693.0
1193,East Williamsburg,2015-06,973292.0,3171.0
1194,East Williamsburg,2015-07,924130.0,3675.0
1195,East Williamsburg,2015-08,858593.0,3930.0
1196,East Williamsburg,2015-09,959540.0,4297.0
1197,East Williamsburg,2015-10,1014004.0,4635.0
1198,East Williamsburg,2015-11,833932.0,4504.0
1199,East Williamsburg,2015-12,840811.0,4891.0
1200,East Williamsburg,2016-01,823123.0,4962.0
1201,East Williamsburg,2016-02,841729.0,4651.0
1202,East Williamsburg,2016-03,985202.0,5192.0
1203,East Williamsburg,2016-04,950440.0,5104.0
1204,East Williamsburg,2016-05,973238.0,4952.0
1205,East Williamsburg,2016-06,975923.0,5247.0
1206,East Williamsburg,2016-07,856327.0,5935.0
1207,East Williamsburg,2016-08,933084.0,6329.0
1208,East Williamsburg,2016-09,960458.0,6509.0
1209,East Williamsburg,2016-10,944135.0,6669.0
1210,East Williamsburg,2016-11,866059.0,6923.0
1211,East Williamsburg,2016-12,792654.0,7139.0
1212,East Williamsburg,2017-01,841368.0,7509.0
1213,East Williamsburg,2017-02,786633.0,6502.0
1214,East Williamsburg,2017-03,975436.0,7577.0
1215,East Williamsburg,2017-04,882209.0,6711.0
1216,East Williamsburg,2017-05,1000879.0,7849.0
1217,East Williamsburg,2017-06,954094.0,7650.0
1218,East Williamsburg,2017-07,855656.0,7021.0
1219,East Williamsburg,2017-08,957710.0,8059.0
1220,East Williamsburg,2017-09,912040.0,7650.0
1221,East Williamsburg,2017-10,1020808.0,7786.0
1222,East Williamsburg,2017-11,897862.0,8271.0
1223,East Williamsburg,2017-12,759497.0,7735.0
1224,Elmhurst,2015-01,2059625.0,327.0
1225,Elmhurst,2015-02,2088923.0,478.0
1226,Elmhurst,2015-03,2575042.0,566.0
1227,Elmhurst,2015-04,2558910.0,476.0
1228,Elmhurst,2015-05,2467839.0,598.0
1229,Elmhurst,2015-06,2542240.0,697.0
1230,Elmhurst,2015-07,2496720.0,960.0
1231,Elmhurst,2015-08,2231100.0,1067.0
1232,Elmhurst,2015-09,2498742.0,1202.0
1233,Elmhurst,2015-10,2640803.0,1219.0
1234,Elmhurst,2015-11,2268944.0,1133.0
1235,Elmhurst,2015-12,2316065.0,1397.0
1236,Elmhurst,2016-01,2122204.0,1453.0
1237,Elmhurst,2016-02,2189058.0,1775.0
1238,Elmhurst,2016-03,2637242.0,2193.0
1239,Elmhurst,2016-04,2483333.0,2523.0
1240,Elmhurst,2016-05,2587107.0,2257.0
1241,Elmhurst,2016-06,2543474.0,2218.0
1242,Elmhurst,2016-07,2232654.0,2139.0
1243,Elmhurst,2016-08,2478147.0,2533.0
1244,Elmhurst,2016-09,2550086.0,2579.0
1245,Elmhurst,2016-10,2465390.0,2457.0
1246,Elmhurst,2016-11,2374103.0,2818.0
1247,Elmhurst,2016-12,2227363.0,3366.0
1248,Elmhurst,2017-01,2192341.0,3840.0
1249,Elmhurst,2017-02,2035550.0,3746.0
1250,Elmhurst,2017-03,2535077.0,5237.0
1251,Elmhurst,2017-04,2291644.0,4593.0
1252,Elmhurst,2017-05,2628716.0,5719.0
1253,Elmhurst,2017-06,2495291.0,5660.0
1254,Elmhurst,2017-07,2180103.0,5351.0
1255,Elmhurst,2017-08,2452858.0,6506.0
1256,Elmhurst,2017-09,2382344.0,6162.0
1257,Elmhurst,2017-10,2602483.0,7104.0
1258,Elmhurst,2017-11,2391687.0,8079.0
1259,Elmhurst,2017-12,2091273.0,7942.0
1260,Financial District North,2015-01,2004951.0,2116.0
1261,Financial District North,2015-02,2017152.0,2632.0
1262,Financial District North,2015-03,2673375.0,2735.0
1263,Financial District North,2015-04,2762458.0,2843.0
1264,Financial District North,2015-05,2595094.0,2719.0
1265,Financial District North,2015-06,2812376.0,3358.0
1266,Financial District North,2015-07,2806083.0,3939.0
1267,Financial District North,2015-08,2469928.0,4388.0
1268,Financial District North,2015-09,2706674.0,4606.0
1269,Financial District North,2015-10,2858336.0,4724.0
1270,Financial District North,2015-11,2197271.0,4347.0
1271,Financial District North,2015-12,2231318.0,4292.0
1272,Financial District North,2016-01,2028478.0,4455.0
1273,Financial District North,2016-02,2198597.0,5304.0
1274,Financial District North,2016-03,2772119.0,5586.0
1275,Financial District North,2016-04,2655577.0,5209.0
1276,Financial District North,2016-05,2727939.0,5624.0
1277,Financial District North,2016-06,2965584.0,6057.0
1278,Financial District North,2016-07,2670775.0,6572.0
1279,Financial District North,2016-08,2935382.0,7604.0
1280,Financial District North,2016-09,3060406.0,6976.0
1281,Financial District North,2016-10,2996619.0,6059.0
1282,Financial District North,2016-11,2648352.0,6485.0
1283,Financial District North,2016-12,2500016.0,6735.0
1284,Financial District North,2017-01,2407164.0,7023.0
1285,Financial District North,2017-02,2313050.0,7242.0
1286,Financial District North,2017-03,3043281.0,8086.0
1287,Financial District North,2017-04,2930927.0,7287.0
1288,Financial District North,2017-05,3284412.0,8515.0
1289,Financial District North,2017-06,3241552.0,9018.0
1290,Financial District North,2017-07,2920767.0,8524.0
1291,Financial District North,2017-08,3221765.0,9736.0
1292,Financial District North,2017-09,3028678.0,8706.0
1293,Financial District North,2017-10,3346585.0,9373.0
1294,Financial District North,2017-11,2821763.0,9382.0
1295,Financial District North,2017-12,2430687.0,8896.0
1296,Flatbush/Ditmas Park,2015-01,949610.0,884.0
1297,Flatbush/Ditmas Park,2015-02,955069.0,1051.0
1298,Flatbush/Ditmas Park,2015-03,1200958.0,1231.0
1299,Flatbush/Ditmas Park,2015-04,1118019.0,1322.0
1300,Flatbush/Ditmas Park,2015-05,1118483.0,1499.0
1301,Flatbush/Ditmas Park,2015-06,1149534.0,1715.0
1302,Flatbush/Ditmas Park,2015-07,1116139.0,1956.0
1303,Flatbush/Ditmas Park,2015-08,985926.0,2051.0
1304,Flatbush/Ditmas Park,2015-09,1134592.0,2282.0
1305,Flatbush/Ditmas Park,2015-10,1246590.0,2597.0
1306,Flatbush/Ditmas Park,2015-11,1042836.0,2551.0
1307,Flatbush/Ditmas Park,2015-12,1071617.0,2882.0
1308,Flatbush/Ditmas Park,2016-01,982905.0,3087.0
1309,Flatbush/Ditmas Park,2016-02,1025381.0,3738.0
1310,Flatbush/Ditmas Park,2016-03,1238588.0,4523.0
1311,Flatbush/Ditmas Park,2016-04,1104119.0,4231.0
1312,Flatbush/Ditmas Park,2016-05,1166562.0,4849.0
1313,Flatbush/Ditmas Park,2016-06,1145046.0,4669.0
1314,Flatbush/Ditmas Park,2016-07,982718.0,4040.0
1315,Flatbush/Ditmas Park,2016-08,1086717.0,4924.0
1316,Flatbush/Ditmas Park,2016-09,1156614.0,5685.0
1317,Flatbush/Ditmas Park,2016-10,1108855.0,6004.0
1318,Flatbush/Ditmas Park,2016-11,1084415.0,7702.0
1319,Flatbush/Ditmas Park,2016-12,1009049.0,8804.0
1320,Flatbush/Ditmas Park,2017-01,1017689.0,7988.0
1321,Flatbush/Ditmas Park,2017-02,954150.0,7585.0
1322,Flatbush/Ditmas Park,2017-03,1190664.0,10618.0
1323,Flatbush/Ditmas Park,2017-04,1025112.0,8496.0
1324,Flatbush/Ditmas Park,2017-05,1217049.0,10721.0
1325,Flatbush/Ditmas Park,2017-06,1134237.0,9769.0
1326,Flatbush/Ditmas Park,2017-07,969053.0,9086.0
1327,Flatbush/Ditmas Park,2017-08,1070203.0,11367.0
1328,Flatbush/Ditmas Park,2017-09,1085848.0,10496.0
1329,Flatbush/Ditmas Park,2017-10,1192102.0,12125.0
1330,Flatbush/Ditmas Park,2017-11,1079305.0,13429.0
1331,Flatbush/Ditmas Park,2017-12,936051.0,13291.0
1332,Flatiron,2015-01,1091219.0,4542.0
1333,Flatiron,2015-02,1103982.0,6107.0
1334,Flatiron,2015-03,1428998.0,6122.0
1335,Flatiron,2015-04,1483315.0,6001.0
1336,Flatiron,2015-05,1373470.0,5595.0
1337,Flatiron,2015-06,1518878.0,6666.0
1338,Flatiron,2015-07,1465831.0,7080.0
1339,Flatiron,2015-08,1276282.0,7510.0
1340,Flatiron,2015-09,1415383.0,8894.0
1341,Flatiron,2015-10,1520066.0,9479.0
1342,Flatiron,2015-11,1112430.0,8188.0
1343,Flatiron,2015-12,1137442.0,8026.0
1344,Flatiron,2016-01,1069415.0,9072.0
1345,Flatiron,2016-02,1129691.0,9591.0
1346,Flatiron,2016-03,1405028.0,9603.0
1347,Flatiron,2016-04,1386260.0,9128.0
1348,Flatiron,2016-05,1405839.0,9221.0
1349,Flatiron,2016-06,1438532.0,9482.0
1350,Flatiron,2016-07,1260523.0,9378.0
1351,Flatiron,2016-08,1348614.0,11401.0
1352,Flatiron,2016-09,1377518.0,11321.0
1353,Flatiron,2016-10,1356958.0,10763.0
1354,Flatiron,2016-11,1184729.0,10867.0
1355,Flatiron,2016-12,1076041.0,10601.0
1356,Flatiron,2017-01,1101368.0,12723.0
1357,Flatiron,2017-02,1005439.0,11886.0
1358,Flatiron,2017-03,1344711.0,13925.0
1359,Flatiron,2017-04,1270681.0,11848.0
1360,Flatiron,2017-05,1693763.0,12725.0
1361,Flatiron,2017-06,1380202.0,13893.0
1362,Flatiron,2017-07,1216811.0,13264.0
1363,Flatiron,2017-08,1322559.0,14408.0
1364,Flatiron,2017-09,1263298.0,13072.0
1365,Flatiron,2017-10,1405018.0,14281.0
1366,Flatiron,2017-11,1162434.0,13997.0
1367,Flatiron,2017-12,962674.0,13051.0
1368,Flatlands,2015-01,228806.0,309.0
1369,Flatlands,2015-02,228855.0,389.0
1370,Flatlands,2015-03,287638.0,484.0
1371,Flatlands,2015-04,238787.0,469.0
1372,Flatlands,2015-05,263452.0,554.0
1373,Flatlands,2015-06,273350.0,706.0
1374,Flatlands,2015-07,259183.0,647.0
1375,Flatlands,2015-08,233427.0,827.0
1376,Flatlands,2015-09,264018.0,1080.0
1377,Flatlands,2015-10,284923.0,1297.0
1378,Flatlands,2015-11,241243.0,1210.0
1379,Flatlands,2015-12,250507.0,1344.0
1380,Flatlands,2016-01,230140.0,1587.0
1381,Flatlands,2016-02,243287.0,2050.0
1382,Flatlands,2016-03,291316.0,2614.0
1383,Flatlands,2016-04,243277.0,2437.0
1384,Flatlands,2016-05,267323.0,2580.0
1385,Flatlands,2016-06,264689.0,2605.0
1386,Flatlands,2016-07,230267.0,2348.0
1387,Flatlands,2016-08,255254.0,2740.0
1388,Flatlands,2016-09,270084.0,3298.0
1389,Flatlands,2016-10,258392.0,3504.0
1390,Flatlands,2016-11,251878.0,4701.0
1391,Flatlands,2016-12,236753.0,6095.0
1392,Flatlands,2017-01,233227.0,5572.0
1393,Flatlands,2017-02,222581.0,5525.0
1394,Flatlands,2017-03,277157.0,7567.0
1395,Flatlands,2017-04,236723.0,6298.0
1396,Flatlands,2017-05,280950.0,7782.0
1397,Flatlands,2017-06,260294.0,8091.0
1398,Flatlands,2017-07,225725.0,7315.0
1399,Flatlands,2017-08,248750.0,8988.0
1400,Flatlands,2017-09,248723.0,8639.0
1401,Flatlands,2017-10,266697.0,9896.0
1402,Flatlands,2017-11,243877.0,11134.0
1403,Flatlands,2017-12,213434.0,10599.0
1404,Flushing,2015-01,571444.0,210.0
1405,Flushing,2015-02,562051.0,292.0
1406,Flushing,2015-03,710245.0,371.0
1407,Flushing,2015-04,711191.0,378.0
1408,Flushing,2015-05,687900.0,418.0
1409,Flushing,2015-06,716683.0,537.0
1410,Flushing,2015-07,709499.0,586.0
1411,Flushing,2015-08,639714.0,620.0
1412,Flushing,2015-09,711529.0,1120.0
1413,Flushing,2015-10,752298.0,938.0
1414,Flushing,2015-11,617947.0,889.0
1415,Flushing,2015-12,624312.0,1006.0
1416,Flushing,2016-01,581251.0,1055.0
1417,Flushing,2016-02,605389.0,1155.0
1418,Flushing,2016-03,708464.0,1548.0
1419,Flushing,2016-04,678954.0,1433.0
1420,Flushing,2016-05,705069.0,1675.0
1421,Flushing,2016-06,718062.0,1734.0
1422,Flushing,2016-07,619278.0,1608.0
1423,Flushing,2016-08,707432.0,1933.0
1424,Flushing,2016-09,716450.0,2338.0
1425,Flushing,2016-10,686424.0,2116.0
1426,Flushing,2016-11,651627.0,2150.0
1427,Flushing,2016-12,612453.0,2275.0
1428,Flushing,2017-01,601720.0,2241.0
1429,Flushing,2017-02,565164.0,2291.0
1430,Flushing,2017-03,698616.0,3363.0
1431,Flushing,2017-04,628374.0,2970.0
1432,Flushing,2017-05,723478.0,3860.0
1433,Flushing,2017-06,693723.0,3663.0
1434,Flushing,2017-07,617561.0,3417.0
1435,Flushing,2017-08,690416.0,3985.0
1436,Flushing,2017-09,657004.0,4371.0
1437,Flushing,2017-10,710149.0,4509.0
1438,Flushing,2017-11,624464.0,5204.0
1439,Flushing,2017-12,552900.0,5215.0
1440,Forest Hills,2015-01,970173.0,754.0
1441,Forest Hills,2015-02,972747.0,1090.0
1442,Forest Hills,2015-03,1098511.0,1217.0
1443,Forest Hills,2015-04,1051514.0,1293.0
1444,Forest Hills,2015-05,991190.0,1350.0
1445,Forest Hills,2015-06,1054899.0,1521.0
1446,Forest Hills,2015-07,1020461.0,1693.0
1447,Forest Hills,2015-08,916325.0,2041.0
1448,Forest Hills,2015-09,997068.0,2329.0
1449,Forest Hills,2015-10,1075477.0,2585.0
1450,Forest Hills,2015-11,1035049.0,2590.0
1451,Forest Hills,2015-12,1067915.0,2795.0
1452,Forest Hills,2016-01,992350.0,3256.0
1453,Forest Hills,2016-02,1033121.0,3879.0
1454,Forest Hills,2016-03,1135139.0,4573.0
1455,Forest Hills,2016-04,991603.0,4441.0
1456,Forest Hills,2016-05,1035696.0,4495.0
1457,Forest Hills,2016-06,1044737.0,4297.0
1458,Forest Hills,2016-07,904897.0,4325.0
1459,Forest Hills,2016-08,1003909.0,4842.0
1460,Forest Hills,2016-09,1029272.0,5004.0
1461,Forest Hills,2016-10,984492.0,5117.0
1462,Forest Hills,2016-11,1061530.0,5389.0
1463,Forest Hills,2016-12,1014870.0,5659.0
1464,Forest Hills,2017-01,1029270.0,5853.0
1465,Forest Hills,2017-02,956887.0,5410.0
1466,Forest Hills,2017-03,1107708.0,7390.0
1467,Forest Hills,2017-04,924828.0,6002.0
1468,Forest Hills,2017-05,1076266.0,7343.0
1469,Forest Hills,2017-06,1002349.0,7186.0
1470,Forest Hills,2017-07,889861.0,6612.0
1471,Forest Hills,2017-08,992097.0,7698.0
1472,Forest Hills,2017-09,950462.0,7117.0
1473,Forest Hills,2017-10,1044767.0,7693.0
1474,Forest Hills,2017-11,1047796.0,8283.0
1475,Forest Hills,2017-12,919256.0,8123.0
1476,Fort Greene,2015-01,1324096.0,1316.0
1477,Fort Greene,2015-02,1330268.0,1532.0
1478,Fort Greene,2015-03,1661713.0,1685.0
1479,Fort Greene,2015-04,1637151.0,1802.0
1480,Fort Greene,2015-05,1559383.0,1978.0
1481,Fort Greene,2015-06,1682636.0,2388.0
1482,Fort Greene,2015-07,1589185.0,2568.0
1483,Fort Greene,2015-08,1388909.0,2879.0
1484,Fort Greene,2015-09,1599811.0,3392.0
1485,Fort Greene,2015-10,1724976.0,3703.0
1486,Fort Greene,2015-11,1390352.0,3348.0
1487,Fort Greene,2015-12,1399253.0,3674.0
1488,Fort Greene,2016-01,1355285.0,4239.0
1489,Fort Greene,2016-02,1416396.0,4109.0
1490,Fort Greene,2016-03,1713258.0,4359.0
1491,Fort Greene,2016-04,1602707.0,4227.0
1492,Fort Greene,2016-05,1664959.0,3948.0
1493,Fort Greene,2016-06,1710231.0,4316.0
1494,Fort Greene,2016-07,1449622.0,4391.0
1495,Fort Greene,2016-08,1591598.0,5658.0
1496,Fort Greene,2016-09,1654335.0,5907.0
1497,Fort Greene,2016-10,1628354.0,6102.0
1498,Fort Greene,2016-11,1489817.0,6627.0
1499,Fort Greene,2016-12,1374691.0,6593.0
1500,Fort Greene,2017-01,1470039.0,7141.0
1501,Fort Greene,2017-02,1330540.0,5875.0
1502,Fort Greene,2017-03,1733732.0,7235.0
1503,Fort Greene,2017-04,1565298.0,6502.0
1504,Fort Greene,2017-05,1824103.0,7229.0
1505,Fort Greene,2017-06,1782070.0,6484.0
1506,Fort Greene,2017-07,1238341.0,6424.0
1507,Fort Greene,2017-08,1286493.0,7542.0
1508,Fort Greene,2017-09,1661888.0,6726.0
1509,Fort Greene,2017-10,1848692.0,7411.0
1510,Fort Greene,2017-11,1601270.0,8249.0
1511,Fort Greene,2017-12,1374147.0,7196.0
1512,Gramercy,2015-01,1719961.0,5393.0
1513,Gramercy,2015-02,1754626.0,7136.0
1514,Gramercy,2015-03,2274833.0,7203.0
1515,Gramercy,2015-04,2355181.0,7322.0
1516,Gramercy,2015-05,2240940.0,7160.0
1517,Gramercy,2015-06,2542047.0,8266.0
1518,Gramercy,2015-07,2478868.0,10200.0
1519,Gramercy,2015-08,2081819.0,9566.0
1520,Gramercy,2015-09,2292741.0,10391.0
1521,Gramercy,2015-10,2434581.0,11384.0
1522,Gramercy,2015-11,1805703.0,10147.0
1523,Gramercy,2015-12,1830970.0,10256.0
1524,Gramercy,2016-01,1729044.0,11015.0
1525,Gramercy,2016-02,2089919.0,11731.0
1526,Gramercy,2016-03,2292292.0,11861.0
1527,Gramercy,2016-04,2254140.0,11333.0
1528,Gramercy,2016-05,2298305.0,11751.0
1529,Gramercy,2016-06,2443066.0,12618.0
1530,Gramercy,2016-07,2149275.0,14647.0
1531,Gramercy,2016-08,2214221.0,17174.0
1532,Gramercy,2016-09,2237292.0,15632.0
1533,Gramercy,2016-10,2171677.0,14109.0
1534,Gramercy,2016-11,1908508.0,14306.0
1535,Gramercy,2016-12,1720490.0,14212.0
1536,Gramercy,2017-01,1750871.0,16503.0
1537,Gramercy,2017-02,1647718.0,15629.0
1538,Gramercy,2017-03,2184895.0,18004.0
1539,Gramercy,2017-04,2069727.0,14868.0
1540,Gramercy,2017-05,2341759.0,16877.0
1541,Gramercy,2017-06,2389463.0,17675.0
1542,Gramercy,2017-07,2071115.0,16909.0
1543,Gramercy,2017-08,2165927.0,18728.0
1544,Gramercy,2017-09,2097578.0,15959.0
1545,Gramercy,2017-10,2316353.0,17753.0
1546,Gramercy,2017-11,1884020.0,19432.0
1547,Gramercy,2017-12,1571674.0,17685.0
1548,Greenpoint,2015-01,311165.0,2732.0
1549,Greenpoint,2015-02,307125.0,3014.0
1550,Greenpoint,2015-03,372024.0,3198.0
1551,Greenpoint,2015-04,373508.0,3942.0
1552,Greenpoint,2015-05,351200.0,3745.0
1553,Greenpoint,2015-06,376383.0,4479.0
1554,Greenpoint,2015-07,361320.0,5272.0
1555,Greenpoint,2015-08,328268.0,5870.0
1556,Greenpoint,2015-09,362163.0,6476.0
1557,Greenpoint,2015-10,398752.0,7081.0
1558,Greenpoint,2015-11,331116.0,6691.0
1559,Greenpoint,2015-12,328273.0,7182.0
1560,Greenpoint,2016-01,333182.0,7665.0
1561,Greenpoint,2016-02,348596.0,8162.0
1562,Greenpoint,2016-03,406689.0,8630.0
1563,Greenpoint,2016-04,369396.0,8276.0
1564,Greenpoint,2016-05,386554.0,7444.0
1565,Greenpoint,2016-06,386346.0,8107.0
1566,Greenpoint,2016-07,334452.0,8572.0
1567,Greenpoint,2016-08,374201.0,10117.0
1568,Greenpoint,2016-09,382669.0,10222.0
1569,Greenpoint,2016-10,377727.0,9985.0
1570,Greenpoint,2016-11,353030.0,10472.0
1571,Greenpoint,2016-12,320148.0,10807.0
1572,Greenpoint,2017-01,349421.0,11435.0
1573,Greenpoint,2017-02,319589.0,9376.0
1574,Greenpoint,2017-03,399234.0,11497.0
1575,Greenpoint,2017-04,356511.0,9979.0
1576,Greenpoint,2017-05,401775.0,11007.0
1577,Greenpoint,2017-06,384329.0,10680.0
1578,Greenpoint,2017-07,323928.0,10181.0
1579,Greenpoint,2017-08,372558.0,11163.0
1580,Greenpoint,2017-09,351586.0,10146.0
1581,Greenpoint,2017-10,394493.0,11181.0
1582,Greenpoint,2017-11,350061.0,11599.0
1583,Greenpoint,2017-12,294311.0,10237.0
1584,Greenwich Village North,2015-01,2165195.0,4342.0
1585,Greenwich Village North,2015-02,2227685.0,5515.0
1586,Greenwich Village North,2015-03,2873940.0,5073.0
1587,Greenwich Village North,2015-04,2969085.0,5113.0
1588,Greenwich Village North,2015-05,2820284.0,5000.0
1589,Greenwich Village North,2015-06,3167754.0,5685.0
1590,Greenwich Village North,2015-07,3078267.0,6392.0
1591,Greenwich Village North,2015-08,2595628.0,6250.0
1592,Greenwich Village North,2015-09,2855930.0,7204.0
1593,Greenwich Village North,2015-10,3051927.0,7842.0
1594,Greenwich Village North,2015-11,2307351.0,7233.0
1595,Greenwich Village North,2015-12,2313869.0,7046.0
1596,Greenwich Village North,2016-01,2203071.0,8103.0
1597,Greenwich Village North,2016-02,2280523.0,8718.0
1598,Greenwich Village North,2016-03,2857347.0,8683.0
1599,Greenwich Village North,2016-04,2815377.0,7940.0
1600,Greenwich Village North,2016-05,2860161.0,8270.0
1601,Greenwich Village North,2016-06,3049259.0,8135.0
1602,Greenwich Village North,2016-07,2696979.0,8421.0
1603,Greenwich Village North,2016-08,2760118.0,9829.0
1604,Greenwich Village North,2016-09,2772742.0,9731.0
1605,Greenwich Village North,2016-10,2711685.0,9371.0
1606,Greenwich Village North,2016-11,2399088.0,9575.0
1607,Greenwich Village North,2016-12,2152887.0,9162.0
1608,Greenwich Village North,2017-01,2234021.0,10385.0
1609,Greenwich Village North,2017-02,2072386.0,10256.0
1610,Greenwich Village North,2017-03,2736565.0,11426.0
1611,Greenwich Village North,2017-04,2593347.0,9850.0
1612,Greenwich Village North,2017-05,2923772.0,11086.0
1613,Greenwich Village North,2017-06,2980156.0,10231.0
1614,Greenwich Village North,2017-07,2573364.0,9610.0
1615,Greenwich Village North,2017-08,2705370.0,10410.0
1616,Greenwich Village North,2017-09,2605036.0,9263.0
1617,Greenwich Village North,2017-10,2871483.0,10586.0
1618,Greenwich Village North,2017-11,2380860.0,10982.0
1619,Greenwich Village North,2017-12,1969350.0,10087.0
1620,Hamilton Heights,2015-01,478115.0,648.0
1621,Hamilton Heights,2015-02,485012.0,866.0
1622,Hamilton Heights,2015-03,591983.0,962.0
1623,Hamilton Heights,2015-04,584625.0,1086.0
1624,Hamilton Heights,2015-05,543895.0,1229.0
1625,Hamilton Heights,2015-06,577927.0,1382.0
1626,Hamilton Heights,2015-07,553065.0,1580.0
1627,Hamilton Heights,2015-08,499491.0,1761.0
1628,Hamilton Heights,2015-09,579575.0,2002.0
1629,Hamilton Heights,2015-10,632375.0,2432.0
1630,Hamilton Heights,2015-11,518399.0,2214.0
1631,Hamilton Heights,2015-12,526137.0,2494.0
1632,Hamilton Heights,2016-01,481480.0,2546.0
1633,Hamilton Heights,2016-02,507375.0,3081.0
1634,Hamilton Heights,2016-03,611477.0,3465.0
1635,Hamilton Heights,2016-04,570972.0,3159.0
1636,Hamilton Heights,2016-05,597083.0,3440.0
1637,Hamilton Heights,2016-06,586913.0,3405.0
1638,Hamilton Heights,2016-07,478258.0,3146.0
1639,Hamilton Heights,2016-08,544051.0,3903.0
1640,Hamilton Heights,2016-09,596128.0,4013.0
1641,Hamilton Heights,2016-10,583997.0,3997.0
1642,Hamilton Heights,2016-11,554093.0,4411.0
1643,Hamilton Heights,2016-12,508866.0,4768.0
1644,Hamilton Heights,2017-01,507758.0,5097.0
1645,Hamilton Heights,2017-02,462647.0,4898.0
1646,Hamilton Heights,2017-03,596664.0,6095.0
1647,Hamilton Heights,2017-04,525708.0,5971.0
1648,Hamilton Heights,2017-05,612189.0,6711.0
1649,Hamilton Heights,2017-06,575132.0,6631.0
1650,Hamilton Heights,2017-07,498107.0,6116.0
1651,Hamilton Heights,2017-08,531376.0,6795.0
1652,Hamilton Heights,2017-09,552865.0,6853.0
